Certification,FournisseurPlant,NbAltisePlan,NbChenilleObserve,Grosseur,EmplacementChenille,NbPlantsCecidomyie,StadeDommages,Maladie,NbPlantsMaladie,EmplacementMaladie,QuantiteMaladie,MaladieSecondaire,PresenceMaladieSecondaire,MaladieEmplacementSecondaire,QuantiteMaladieSecondaire,StadeAlternaria,CouleurPlant,Carence,AnneeProduction,QteSemencesMillegrains,PopulationViseeParHa,QtePlantsRequis,TypePlateaux,SurplusPourcent,NbrePlateauxTotal,SuperficieTotaleHa,SuperficieCultiveeHa,RendementLbParHa,NbPlantsObserves,StadeCulture,NbPlantsVersGris,PoidsNet,Rejet_AutresDefauts,RejetDeclassement,Rejet_Dimensions,Rejet_Matiere_Etrangere,FertilizerAmount,IrrigationArea,IrrigationDuration,PesticideAmount,duree_visee,duree_obtenue
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,116,28703.76112,96743,231,0.12,470,3.83,3.37,55115.5,25,8.5,0,162792,0.18,0.15,0.65,0,2592.91,0,0,26.5151,93,92
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,116,28703.76112,96743,231,0.08,470,3.83,3.37,55115.5,25,8.5,0,119845,0.07,0.54,1.01,0,5254.76,0,0,11.49,94,100
1,0,0,3,1,0,0,2,1,2,0,2,3,2,0,2,3,3,0,2019,109,32291.73126,91502,200,0,513,3.22,2.83,55115.5,25,12,0,38092,0.53,0.55,1.57,0,0,0,0,1.0723,90,101
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,109,32291.73126,91502,200,0,513,3.22,2.83,55115.5,25,8.5,0,65027,0.45,0.12,1.63,0,0,0,0,1.0722,90,101
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,109,32291.73126,91502,200,0,513,3.22,2.83,55115.5,25,8.5,0,107722,0.39,0.08,2.7,0,0,0,0,1.0723,96,110
1,0,0,0,3,3,0,2,1,1,3,1,1,0,3,3,3,3,0,2019,131,43055.64168,115820,288,0.06,427,2.69,2.69,29762.37,25,14,0,79220,0.51,0,0.87,0.09,4150.67,0,0,14.292,66,79
1,0,0,0,3,3,0,2,1,1,3,1,1,0,3,3,3,3,0,2019,131,43055.64168,115820,288,0.06,427,2.69,2.69,29762.37,25,14,0,105285,0.41,0,1.08,0.08,4150.67,0,0,14.292,64,77
1,0,0,0,3,3,0,2,1,1,3,1,1,0,3,3,3,3,0,2019,131,43055.64168,115820,288,0.06,427,2.69,2.69,29762.37,25,14,0,82527,0.47,0,1.02,0.07,4150.67,0,0,14.2919,80,90
1,0,0,3,1,0,0,2,1,2,0,2,3,2,0,2,3,3,0,2019,180,28703.76112,150982,231,0.12,733,5.26,5.26,55115.5,25,12,0,99493,0.5,0.66,0.19,0,8116.18,0,0,23.5279,90,87
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,152,28703.76112,127732,231,0.12,620,4.45,4.45,55115.5,25,8.5,0,260735.5,0.18,0.89,0.46,0,6866.35,0,0,19.9049,90,87
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,152.3617021,28703.76112,127731.737,231,0.12,620,4.45,4.45,55115.5,25,8.5,0,260735.5,0.14,0.54,0.39,0,6866.35,0,0,19.9049,97,103
1,0,2,0,3,3,0,2,1,2,5,2,1,0,3,3,3,2,0,2019,222,43055.64168,197023,288,0.1,726,5.2,4.58,29762.37,25,16,0,33586,0.56,0,1.52,0.3,4148.716,0,0,19.188,66,68
1,0,2,3,1,0,0,2,1,2,5,2,1,0,3,3,3,2,0,2019,182,43055.64168,161028,288,0.1,593,4.25,3.74,29762.37,25,15,0,32868,1.05,0,0.66,0.475,3475.7775,0,0,18.3387,65,66
1,0,2,3,1,4,0,2,1,2,2,2,1,0,3,3,1,3,0,2019,175,43055.64168,155345,288,0.1,572,4.1,3.61,29762.37,25,8.5,0,4255,0.24,0,2.14,0.4,3271.103,0,0,15.1291,65,74
1,1,0,0,3,3,0,2,1,1,3,1,1,0,3,3,3,3,0,2019,0,7175.94028,0,145.5,0,65.5,1,1,29762.37,25,14,0,111639.9727,0.546302368,0.71726776,1.101621129,0.106539162,0,0,0,0,36.5,119.75
1,0,0,3,1,0,2,1,2,0,4,0,1,0,3,3,1,3,0,2019,203,43055.64168,176184,288,0.06,661,4.65,4.09,29762.37,25,16,0,62884,0.78,0,1.26,0.13,473.7928,0,0,6.0973,63,61
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,200,43055.64168,173910,288,0.08,653,4.59,4.04,29762.37,25,8.5,0,83688,0.27,0,1.37,0.17,467.6794,0,0,6.0187,62,59
1,0,0,3,1,2,0,2,1,1,0,1,1,0,3,3,2,3,0,2019,205,43055.64168,178457,288,0.08,670,4.71,4.14,29762.37,25,16,0,79377,0.29,0,1.68,0.2,1457.0316,0,0,12.1033,60,59
1,0,0,3,1,2,0,2,4,2,0,1,1,0,3,3,1,3,0,2019,244,43055.64168,212178,288,0.08,796,5.6,4.93,29762.37,25,16,0,70829,0.33,0,1.98,0.21,1732.3518,0,0,14.3903,60,58
1,0,0,3,1,2,0,2,1,1,0,1,1,0,3,3,2,3,0,2019,83,43055.64168,72368,288,0.08,272,1.91,1.68,29762.37,25,16,0,40960,0.4,0,2.52,0.2,208.8556,0,0,4.908,60,62
1,0,0,3,1,0,1,1,2,0,4,0,1,0,3,3,1,3,0,2019,190,43055.64168,168227,288,0.08,620,4.44,3.91,29762.37,25,16,0,48767,0.76,0,1.22,0.2,565.522,0,0,42.089,67,66
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,189,43055.64168,167848,288,0.08,618,4.43,3.9,29762.37,25,8.5,0,57766,0.72,0,0.68,0.23,504.5832,0,0,12.2088,67,69
1,0,0,0,3,3,0,2,1,2,0,1,1,0,3,3,2,3,0,2019,206,43055.64168,182246,288,0.08,671,4.81,4.23,29762.37,25,13,0,62841,0.66,0,0.84,0.2,1503.4504,0,0,24.5298,66,76
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,177,43055.64168,156860,288,0.08,578,4.14,3.64,29762.37,25,8.5,0,66969,0.27,0,1.31,0.21,1280.7028,0,0,19.1835,65,85
1,0,0,3,1,2,0,2,1,2,0,1,1,0,3,3,2,3,0,2019,179,43055.64168,158755,288,0.12,585,4.19,3.69,29762.37,25,12,0,57700,0.68,0,1.59,0.2,1296.1704,0,0,19.4153,65,87
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,45,64583.46252,41488,373.5,0.12,65.5,0.73,0.64,29762.37,25,8.5,0,16060,0.76,0,2.73,0.15,259.4802,0,0,5.2811,60,58
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,43,64583.46252,40352,373.5,0.12,65.5,0.71,0.6248,29762.37,25,8.5,0,18654,0.68,0,1.85,0.05,252.3712,0,0,5.1363,60,60
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,43,64583.46252,40352,373.5,0.12,65.5,0.71,0.6248,29762.37,25,8.5,0,12640,0.55,0,1.19,0.13,252.3712,0,0,5.1363,60,60
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,28,43055.64168,26522,373.5,0.12,65.5,0.7,0.6248,29762.37,25,8.5,0,15776,0.68,0,2.01,0.26,248.8166,0,0,5.064,60,55
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,28,43055.64168,25386,373.5,0.12,65.5,0.67,0.6248,29762.37,25,8.5,0,11053,0.47,0,2.35,0.13,238.153,0,0,4.8471,60,60
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,28,43055.64168,25764,373.5,0.12,65.5,0.68,0.6248,29762.37,25,8.5,0,11452,0.67,0,1.78,0.11,241.7076,0,0,4.9193,60,60
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,36,57407.52224,33847,373.5,0.12,65.5,0.67,0.6248,29762.37,25,8.5,0,11429,0.36,0,2.45,0.29,238.153,0,0,4.8471,60,55
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,28,57407.52224,25764,373.5,0.12,65.5,0.585,0.6248,29762.37,25,8.5,0,3134,0.52,0,1.62,0.09,181.2808,0,0,3.4346,60,69
1,0,0,3,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,168,28703.76112,140694,231,0.12,683,5.57,4.9,55115.5,25,9,0,60840,1.24,1.793169399,0.59,0,86.0698,0,0,48.0852,90,91
1,0,0,3,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,156,28703.76112,131096,231,0.12,636,5.19,4.57,55115.5,25,9,0,55931,1.24,1.793169399,1.47,0,80.1978,0,0,44.8048,90,90
1,0,0,3,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,145,28703.76112,121497,231,0.12,590,4.81,4.23,55115.5,25,9,0,74956,1.24,1.793169399,2.61,0,74.326,0,0,41.5242,90,90
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,141,28703.76112,118214,231,0.1,574,4.68,4.12,55115.5,25,11,0,84838,1.24,1.793169399,1.07,0,72.3172,0,0,40.4019,90,89
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,118,28703.76112,98764,231,0.1,479,3.91,3.44,55115.5,25,11,0,49553,1.24,1.793169399,0.56,0,7880.4188,0,0,33.7545,90,88
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,99,28703.76112,82598,231,0.1,401,3.27,2.88,55115.5,25,11,0,57883,0.81,1.793169399,2.25,0,6590.5292,0,0,28.2296,90,89
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,65,28703.76112,54308,231,0.12,264,2.15,1.89,55115.5,25,12,0,79296,0.82,0.8,0.5,0,43.9726,0,0,18.5608,90,78
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,105,28703.76112,87902,231,0.12,427,3.48,3.06,55115.5,25,12,0,100898,1.02,1.793169399,2.44,0,71.1742,0,0,30.0425,90,78
1,0,0,3,1,0,0,2,1,1,0,1,1,0,3,3,1,3,0,2019,193,28703.76112,161660,231,0.12,784,6.4,5.63,55115.5,25,11,0,38615,0,1.793169399,2.8,0,3201.1615,0,0,24.8832,90,119
1,0,0,3,1,0,0,2,1,1,0,1,1,0,3,3,1,3,0,2019,196,28703.76112,164186,231,0.12,797,6.5,5.72,55115.5,25,10,0,80495,0.24,0.35,2.8,0,3251.1797,0,0,25.2721,90,106
1,0,0,3,1,0,0,2,1,1,0,1,1,0,3,3,1,3,0,2019,193,28703.76112,162165,231,0.12,787,6.42,5.65,55115.5,25,10,0,95620,0.51,0.72,2.8,0,3211.1652,0,0,25.4734,90,105
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,27,28703.76112,23239,231,0.08,111,0.92,0.81,55115.5,25,10,0,48988,0.28,0.92,0.85,0,460.167,0,0,5.141,80,83
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,28,28703.76112,23491,231,0.08,112,0.93,0.82,55115.5,25,10,0,35019,0.16,0,2.58,0,465.1688,0,0,5.778,100,89
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,28,28703.76112,23996,231,0.08,115,0.95,0.84,55115.5,25,10,0,47995,0,0.89,1.1,0,475.1724,0,0,4.7148,80,83
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,29,28703.76112,24754,231,0.08,118,0.98,0.86,55115.5,25,10,0,47389,0.96,1.02,0.37,0,490.1778,0,0,5.4762,74,83
1,0,0,3,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,47,28703.76112,39152,231,0.08,190,1.55,1.36,55115.5,25,10,0,55159,0.3,0,1.65,0,775.2813,0,0,8.6613,90,104
1,0,0,3,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,87,28703.76112,73252,231,0.06,356,2.9,2.55,55115.5,25,11,0,113309,0.23,0.87,1.18,0,1015.5263,0,0,16.2052,90,96
1,0,0,3,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,153,28703.76112,128065,231,0.06,621,5.07,4.46,55115.5,25,11,0,114645,0.23,0.08,2.17,0,0,0,0,23.7276,90,102
1,0,0,3,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,173,28703.76112,144736,231,0.06,702,5.73,5.04,55115.5,25,10,0,231734,0.31,0.1,2.8,0,0,0,0,32.7852,91,102
1,0,0,3,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,127,28703.76112,106089,231,0.06,515,4.2,3.7,55115.5,25,10,0,108272,0.23,0,1.98,0,0,0,0,21.2935,91,101
1,0,0,3,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,131,28703.76112,109878,231,0.06,533,4.35,3.83,55115.5,25,9,0,47173,0.92,0.65,1.01,0,0,0,0,23.0767,91,117
1,0,0,3,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,132,28703.76112,110888,231,0,538,4.39,3.86,55115.5,25,9,0,56528,0.34,0.37,2.8,0,0,0,0,23.2889,91,116
1,0,0,0,3,3,0,2,1,1,3,1,1,0,3,3,3,3,0,2019,148,43055.64168,139053,288,0.06,483,3.67,3.23,29762.37,25,14,0,88036,0.39,0,0.57,0.24,4293.9,0,0,44.242,76,82
1,0,0,0,3,3,0,2,1,1,3,1,1,0,3,3,3,3,0,2019,148,43055.64168,139053,288,0.06,483,3.67,3.23,29762.37,25,14,0,78293,0.61,0,0.98,0.2,0,0,0,0,74,91
1,0,0,3,1,0,0,2,1,2,0,2,3,2,0,2,3,3,0,2019,116,28703.76112,101542,200,0.06,544,4.02,3.54,55115.5,25,12,0,129707,0.36,0.34,1.89,0,7328.46,0,0,18.9182,93,97
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,116,28703.76112,101542,200,0.06,544,4.02,3.54,55115.5,25,8.5,0,105345,0.55,0.49,0.74,0,7328.46,0,0,18.918,100,98
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,116,28703.76112,101542,200,0.06,544,4.02,3.54,55115.5,25,8.5,0,158676,0.16,0.38,0.65,0,5117.46,0,0,21.5995,105,113
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,116,28703.76112,101542,200,0.06,544,4.02,3.54,55115.5,25,8.5,0,156078,0.1,0.27,1.55,0,5117.46,0,0,21.5994,110,119.75
1,0,0,0,3,3,0,2,2,0,4,0,1,0,3,3,1,3,0,2019,178,28703.76112,156608,200,0.06,838,6.2,5.46,55115.5,25,8.5,0,87217,0.57,0.49,0.91,0,4710,0,0,10.6474,112,119.75
1,0,0,1,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,108.3734043,28703.76112,90933.51523,231,0.12,441,3.6,3.168,55115.5,25,13,0,36068,0.91,1.793169399,1.87,0,0,0,0,2.2499,90,104
1,0,0,1,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,99.52659574,28703.76112,83355.72229,231,0.12,405,3.3,2.904,55115.5,25,13,0,58537,0.18,1.793169399,1.34,0,0,0,0,3.0936,90,91
1,0,0,2,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,97.31489362,28703.76112,81587.57061,231,0.12,396,3.23,2.8424,55115.5,25,13,0,49143,0.33,0.57,1.59,0,0,0,0,2.0188,90,90
1,0,0,2,1,0,0,2,2,0,4,0,1,0,3,3,1,0,0,2020,90.43404255,28703.76112,75777.92936,231,0.12,368,3,2.64,55115.5,25,13,0,77446,0.48,0.61,1.56,0,0,0,0,1.875,91,90
1,0,0,1,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,218.1446809,43055.64168,193233.7199,288,0.06,712,5.1,4.488,29762.37,25,15,0,115865,0.36,0,0.11,0.2,4737.9,0,0,31.8087,66,73
1,0,0,1,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,205.5829787,43055.64168,182245.9201,288,0.06,671,4.81,4.2328,29762.37,25,17,0,126924,0.51,0,0.15,0.17,4468.49,0,0,30,66,71
1,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,220.5957447,43055.64168,195507.0577,288,0.06,720,5.16,4.5408,29762.37,31,15,0,114839,0.52,0,0.22,0.15,4860.72,0,0,41.2128,65,73
1,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,194.2468085,43055.64168,172015.8996,288,0.06,634,4.54,3.9952,29762.37,31,15,0,125573,0.26,0,0.05,0.13,6103.93,0,0,44.2027,65,71
1,0,0,1,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,204.6638298,43055.64168,181488.1408,288,0.06,668,4.79,4.2152,29762.37,32,16,0,122008,0.37,0,0.51,0.16,4459.49,0,0,38.2579,64,70
1,0,0,1,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,193.6340426,43055.64168,171637.01,288,0.06,632,4.53,3.9864,29762.37,32,16,0,130394,0.62,0,0.55,0.14,4217.43,0,0,36.1809,64,68
1,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,231.012766,43055.64168,204600.4093,288,0.06,754,5.4,4.752,29762.37,28,16,0,106961,0.45,0,0.25,0.11,7263,0,0,52.3098,64,74
1,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,220.9021277,43055.64168,195885.9474,288,0.06,721,5.17,4.5496,29762.37,28,16,0,113091,0.36,0,0.29,0.13,6953.65,0,0,50.0816,64,77
1,1,0,4,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,0,28703.76112,57407.52224,200,0.1,316,2,2,55115.5,20,16,0,114562,0.59,1.44,0.27,0,1080,0,0,0.7725,75,69
1,1,0,4,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,0,28703.76112,57407.52224,200,0.1,316,2,2,55115.5,20,16,0,121412,0.96,1.39,0.3,0,1250,0,0,3.7875,77,73
1,1,0,4,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,0,28703.76112,57407.52224,200,0.1,316,2,2,55115.5,20,16,0,84053,0.23,1.793169399,0.42,0,1000,0,0,1.03,79,115
1,1,0,4,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,0,28703.76112,57407.52224,200,0.1,316,2,2,55115.5,20,16,0,174473,0.13,1.793169399,0.45,0,1000,0,0,1.03,81,114
1,1,0,4,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,0,28703.76112,57407.52224,200,0.1,316,2,2,55115.5,20,16,0,111639.9727,0.546302368,0.71726776,1.101621129,0.106539162,1000,0,0,1.03,83,33.75
0,0,0,1,0,0,0,2,0,1,0,1,1,0,3,3,1,3,0,2020,128.3744681,43055.64168,113666.894,288,0.06,419,3,2.64,24250.82,17.99305556,16,0,46559,0.61,0,0.87,0.33,2276.6066,0,0,6.2802,64,69
0,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,127.1489362,43055.64168,112530.2251,288,0.06,415,2.97,2.6136,24250.82,21,16,0,44588,0.13,0,1.91,0.26,2270.1591,0,0,9.4457,69,73
0,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,65.56595745,43055.64168,57970.11596,288,0.06,214,1.53,1.3464,24250.82,27,17,0,38731,0.29,0,1.57,0.42,132.6939,0,0,3.2029,69,72
0,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,65.87234043,43055.64168,58349.0056,288,0.06,215,1.54,1.3552,24250.82,27,17,0,29816,0.27,0,2.5,0.4,3351.4764,0,0,3.2239,69,72
0,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,66.79148936,43055.64168,59106.7849,288,0.06,218,1.56,1.3728,24250.82,27,17,0,15518,0.34,0,2.04,0.41,155.5645,0,0,3.2657,69,72
0,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,67.09787234,43055.64168,59485.67455,288,0.06,219,1.57,1.3816,24250.82,27,17,0,34445,0.19,0,2.28,0.39,3437.0478,0,0,3.2866,69,72
0,0,0,2,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,269.6170213,43055.64168,239079.3671,288,0.06,880,6.31,5.5528,24250.82,36.67824074,16,0,119852,0.15,0,1.68,0.3,5613.4404,0,0,20.068,68,72
0,0,0,2,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,271.7617021,43055.64168,240973.8154,288,0.06,887,6.36,5.5968,24250.82,36.67824074,17,0,123768,0.22,0,1.81,0.32,5669.0013,0,0,20.227,68,71
0,0,0,1,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,97.5606383,28703.76112,83355.72229,231,0.1,397,3.3,2.904,44092.4,23,16,0,153264,0.33,1.19,0.53,0,74.0351,0,0,5.9891,75,90
0,0,0,1,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,35.63297872,28703.76112,30311.17174,231,0.1,145,1.2,1.056,44092.4,17.99305556,16,0,44414,0.31,1.43,0.42,0,100.6356,0,0,2.1779,69,71
0,0,0,1,2,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,29.73510638,28703.76112,25259.30979,231,0.1,121,1,0.88,44092.4,17.99305556,16,0,54577,0.41,1.1,0.37,0,198.3827,0,0,1.8148,69,71
0,0,0,1,4,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,102.4755319,28703.76112,85881.65327,231,0.12,417,3.4,2.992,44092.4,21,16,0,99125,0.23,0.21,1.49,0,285.1318,0,0,12.7465,83,107
0,0,0,1,1,4,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,185.2914894,28703.76112,155344.7552,231,0.12,754,6.15,5.412,44092.4,17.99305556,16,0,164136,0.45,0.08,1.6,0,1183,0,0,23.0562,85,104
0,0,0,1,1,4,2,2,2,0,4,0,1,0,3,3,1,3,0,2020,71.26595745,28703.76112,59611.97109,231,0.12,290,2.36,2.0768,44092.4,36.67824074,16,0,63785,0.56,0.03,1.81,0,613.3039,0,0,8.8476,87,103
0,0,0,1,1,4,2,2,2,0,4,0,1,0,3,3,1,3,0,2020,45.21702128,28703.76112,37888.96468,231,0.12,184,1.5,1.32,44092.4,36.67824074,16,0,48777,0.56,0,2.17,0,3076.7151,0,0,5.6234,87,105
0,0,0,1,1,4,2,2,2,0,4,0,1,0,3,3,1,3,0,2020,45.46276596,28703.76112,38141.55778,231,0.12,185,1.51,1.3288,44092.4,36.67824074,16,0,46746,0.27,0.05,2.35,0,126.7348,0,0,5.6609,87,105
0,0,0,1,1,4,2,2,2,0,4,0,1,0,3,3,1,3,0,2020,46.69148936,28703.76112,39151.93017,231,0.12,190,1.55,1.364,44092.4,36.67824074,16,0,42621,0.53,0.02,1.57,0,3084.0803,0,0,5.811,88,102
0,0,0,1,1,4,2,2,2,0,4,0,1,0,3,3,1,3,0,2020,51.60638298,28703.76112,43193.41973,231,0.12,210,1.71,1.5048,44092.4,36.67824074,16,0,26547,0.43,0,0.58,0,38.5025,0,0,6.4107,88,102
0,0,0,1,1,4,2,2,2,0,4,0,1,0,3,3,1,3,0,2020,112.3053191,28703.76112,94217.2255,231,0.12,457,3.73,3.2824,44092.4,36.67824074,16,0,96401,1.11,0.13,1.48,0,84.5682,0,0,13.9837,90,100
0,0,0,2,1,0,0,2,2,0,4,0,1,0,3,3,1,3,0,2020,242.3489362,43055.64168,214830.4297,288,0.06,791,5.67,4.9896,24250.82,26,16,0,60654,0.43,0,1.55,0.2,5806.08,0,0,12.1766,68,69
